X,Y
nan,nan
0.626582850120291,0.517222926724537
0.632062056744213,0.514896584009933
0.637519321630518,0.512423341316007
0.642948960772145,0.509805870380198
0.648345372332302,0.507047034448391
0.653703043695939,0.50414988386111
0.659016558155474,0.501117651193321
0.664280601210636,0.497953745967702
0.669489966464571,0.494661748963365
0.674639561100783,0.491245406144035
0.679724410928015,0.487708622231511
0.68473966498283,0.484055453951761
0.68968059968234,0.480290102982415
0.694542622522312,0.476416908631472
0.699321275318648,0.472440340277947
0.704012236993016,0.468364989605786
0.70861132590617,0.464195562662737
0.713114501745214,0.459936871776025
0.717517866973679,0.455593827356509
0.721817667855846,0.451171429622701
0.726010295069187,0.44667476027542
0.730092283921077,0.442108974153051
0.734060314188121,0.437479290896445
0.737911209598401,0.432790986651238
0.741641936978808,0.428049385834111
0.745249605091233,0.423259852987943
0.748731463182844,0.418427784749241
0.752084899276934,0.413558601949455
0.75530743823184,0.408657741869981
0.75839673959627,0.403730650668738
0.761350595290003,0.39878277599426
0.764166927139314,0.393819559801251
0.766843784296697,0.388846431379559
0.769379340574439,0.383868800606524
0.771771891721407,0.378892051430697
0.774019852671991,0.373921535592974
0.77612175479559,0.368962566589351
0.778076243174246,0.364020413877665
0.779882073935098,0.359100297328991
0.781538111663248,0.354207381922742
0.783043326919379,0.349346772682985
0.784396793885085,0.344523509852097
0.78559768815736,0.339742564296609
0.786645284712072,0.335008833138923
0.787538956054493,0.330327135607594
0.788278170573147,0.325702209097954
0.788862491111307,0.321138705434162
0.78929157376847,0.316641187323135
0.789565166942123,0.312214124990367
0.789683110617959,0.307861892987323
0.789645335914601,0.303588767159915
0.789451864886678,0.299398921767519
0.789102810587943,0.295296426742056
0.788598377393875,0.291285245076882
0.787938861581045,0.287369230335518
0.787124652158331,0.283552124270707
0.786156231942874,0.279837554544789
0.785034178871591,0.276229032543003
0.783759167536941,0.272729951272045
0.782331970933621,0.269343583336955
0.780753462400935,0.266073078990292
0.779024617743669,0.262921464248384
0.777146517512545,0.259891639070452
0.775120349423626,0.256986375597315
0.772947410894474,0.254208316447404
0.770629111673416,0.251559973068811
0.768166976536952,0.2490437241471
0.765562648029171,0.246661814069585
0.762817889216029,0.244416351447758
0.759934586426475,0.242309307700492
0.756914751951771,0.240342515701507
0.753760526673793,0.238517668495447
0.750474182592884,0.236836318087684
0.747058125225624,0.235299874313653
0.743514895843063,0.233909603794164
0.739847173520201,0.232666628983643
0.736057776968046,0.231571927318715
0.732149666120277,0.230626330474855
0.72812594344749,0.229830523739089
0.723989854973129,0.229185045506811
0.719744790966536,0.228690286910828
0.715394286290132,0.228346491590605
0.710942020379417,0.228153755609482
0.706391816836431,0.228112027527289
0.701747642619369,0.228221108635335
0.697013606813285,0.22848065336021
0.692193958969191,0.228890169842158
0.687293087001336,0.229449020693034
0.682315514635061,0.230156423938027
0.677265898400287,0.231011454144375
0.672149024168429,0.232013043739328
0.666969803233308,0.233159984518532
0.661733267939409,0.234450929344925
0.656444566863607,0.235884394037052
0.651108959559228,0.237458759444567
0.645731810873986,0.239172273707477
0.640318584855916,0.241023054694513
0.634874838263951,0.243009092614848
0.629406213702105,0.24512825279621
0.623918432398456,0.247378278621381
0.618417286652157,0.249756794613979
0.612908631973552,0.252261309663485
0.607398378944119,0.254889220378534
0.601892484824398,0.257637814556705
0.596396944939261,0.260504274758315
0.590917783870839,0.263485681971118
0.585461046490167,0.266579019352318
0.58003278885907,0.269781176033933
0.574639069034048,0.273088950977295
0.569285937803923,0.276499056862364
0.563979429392756,0.280008123997526
0.55872555215907,0.283612704235723
0.553530279321723,0.287309274882989
0.548399539741867,0.291094242585912
0.543339208789354,0.294963947185039
0.538355099320655,0.298914665521894
0.53345295279396,0.302942615188028
0.528638430545534,0.307043958205383
0.523917105249749,0.311214804628222
0.519294452583399,0.315451216057891
0.514775843113087,0.319749209062818
0.510366534422535,0.324104758497358
0.506071663494731,0.328513800714297
0.501896239361901,0.33297223666714
0.497845136034313,0.337475934899639
0.493923085717058,0.34202073442132
0.490134672322043,0.346602447469149
0.486484325280686,0.351216862156813
0.482976313661062,0.355859745014415
0.479614740591653,0.3605268434227
0.47640353799236,0.365213887947191
0.473346461612048,0.369916594578834
0.470447086370671,0.374630666888933
0.467708802002909,0.379351798107225
0.4651348089993,0.384075673133005
0.462728114840051,0.388797970490134
0.460491530516053,0.393514364237604
0.458427667331143,0.398220525848129
0.456538933979279,0.402912126067831
0.454827533890148,0.407584836770676
0.453295462836614,0.412234332821717
0.451944506797559,0.416856293963543
0.450776240069827,0.42144640674047
0.449792023623373,0.426000366475157
0.448993003694125,0.430513879312192
0.448380110609648,0.434982664343054
0.447954057843302,0.43940245582654
0.447715341293345,0.443769005518277
0.447664238784168,0.448078085122402
0.447800809787682,0.452325488877767
0.448124895363764,0.456507036290229
0.448636118319494,0.460618575021619
0.449333883587843,0.46465598394494
0.450217378827314,0.468615176374161
0.451285575244895,0.472492103475679
0.452537228645476,0.476282757867156
0.453970880711644,0.47998317740791
0.455584860518442,0.483589449183525
0.457377286288277,0.48709771368561
0.45934606739167,0.490504169185992
0.46148890659994,0.493805076302756
0.463803302596203,0.496996762753773
0.466286552751199,0.500075628291434
0.468935756170534,0.503038149810411
0.471747817019741,0.505880886618359
0.474719448133358,0.508600485857546
0.477847174913771,0.511193688063491
0.481127339525028,0.513657332844842
0.484556105386073,0.515988364666888
0.48812946196703,0.518183838719337
0.49184322989109,0.520240926847357
0.495693066343435,0.522156923523243
0.499674470787293,0.523929251834653
0.503782790985819,0.525555469464014
0.508013229326918,0.527033274632501
0.512360849446486,0.528360511980974
0.516820583143805,0.529535178359421
0.521387237580969,0.530555428495775
0.526055502756381,0.531419580514525
0.530819959240396,0.532126121275298
0.535675086159244,0.532673711501532
0.540615269411457,0.533061190669608
0.545634810099026,0.533287581629174
0.550727933153692,0.533352094926121
0.555888796136918,0.533254132800507
0.561111498190352,0.5329932928329
0.566390089111963,0.532569371213945
0.571718578531538,0.531982365613523
0.57709094515785,0.531232477627682
0.582501146068635,0.530320114783483
0.587943126013492,0.529245892084072
0.593410826699037,0.528010633078628
0.59889819602501,0.52661537044432
0.604399197239702,0.525061346069996
0.609907817982904,0.523350010634057
0.61541807918469,0.521483022671768
0.620924043788698,0.519462247130071
0.626419825269168,0.517289753410887
0.6318995959118,0.514967812906749
0.637357594829621,0.512498896035475
nan,nan
-0.0992409740332551,-0.91582593234824
-0.09370257552639,-0.918035408052565
-0.0880678264185763,-0.920158230227527
-0.0823426847377506,-0.922192268155822
-0.0765332081532895,-0.924135558576303
-0.0706455456262068,-0.925986307534401
-0.0646859289156737,-0.927742891673131
-0.0586606639718033,-0.929403858964206
-0.0525761222450119,-0.930967928881862
-0.0464387319423948,-0.932433992025004
-0.0402549692614204,-0.933801109196275
-0.0340313496308847,-0.935068509949519
-0.0277744189884481,-0.936235590619933
-0.0214907451232456,-0.937301911853861
-0.0151869091109934,-0.93826719565773
-0.00886949686775338,-0.93913132198798
-0.00254509084705898,-0.939894324906048
0.00377973809652672,-0.940556388324472
0.0100984386561355,-0.941117841371952
0.0164044868142383,-0.941579153406829
0.0226913933598831,-0.941940928709763
0.0289527111663314,-0.942203900887555
0.0351820422160969,-0.942368927020955
0.0413730443626397,-0.942436981589981
0.0475194378202452,-0.942409150210712
0.0536150113758959,-0.942286623217767
0.0596536283192042,-0.942070689126672
