X,Y
nan,nan
-0.626582850120291,-0.24627048522
-0.632062056744213,-0.244083659269709
-0.637519321630518,-0.242028808796172
-0.642948960772145,-0.240108131631574
-0.648345372332302,-0.238323702219287
-0.653703043695939,-0.236677468753137
-0.659016558155474,-0.235171250479087
-0.664280601210636,-0.233806735166816
-0.669489966464571,-0.232585476757603
-0.674639561100783,-0.231508893193723
-0.679724410928015,-0.230578264433398
-0.68473966498283,-0.229794730654177
-0.68968059968234,-0.2291592906464
-0.694542622522312,-0.228672800397275
-0.699321275318648,-0.228335971864948
-0.704012236993016,-0.228149371940842
-0.70861132590617,-0.228113421597562
-0.713114501745214,-0.22822839521863
-0.717517866973679,-0.228494420105483
-0.721817667855846,-0.228911476156334
-0.726010295069187,-0.229479395710796
-0.730092283921077,-0.230197863553564
-0.734060314188121,-0.231066417069933
-0.737911209598401,-0.232084446545558
-0.741641936978808,-0.233251195602571
-0.745249605091233,-0.234565761763982
-0.748731463182844,-0.236027097138295
-0.752084899276934,-0.237634009216262
-0.75530743823184,-0.23938516177193
-0.75839673959627,-0.241279075860386
-0.761350595290003,-0.243314130904997
-0.764166927139314,-0.245488565867422
-0.766843784296697,-0.247800480494264
-0.769379340574439,-0.250247836634872
-0.771771891721407,-0.252828459625542
-0.774019852671991,-0.255540039736185
-0.77612175479559,-0.258380133676378
-0.778076243174246,-0.261346166158633
-0.779882073935098,-0.264435431517666
-0.781538111663248,-0.267645095385439
-0.783043326919379,-0.270972196422726
-0.784396793885085,-0.274413648108967
-0.78559768815736,-0.277966240593183
-0.786645284712072,-0.281626642609672
-0.787538956054493,-0.285391403463208
-0.788278170573147,-0.289256955089339
-0.788862491111307,-0.293219614196286
-0.78929157376847,-0.297275584495707
-0.789565166942123,-0.301420959030403
-0.789683110617959,-0.305651722607616
-0.789645335914601,-0.309963754347227
-0.789451864886678,-0.314352830354572
-0.789102810587943,-0.318814626528022
-0.788598377393875,-0.32334472151168
-0.787938861581045,-0.327938599803741
-0.787124652158331,-0.332591655031031
-0.786156231942874,-0.33729919340016
-0.785034178871591,-0.342056437335464
-0.783759167536941,-0.346858529313512
-0.782331970933621,-0.351700535903459
-0.780753462400935,-0.356577452021828
-0.779024617743669,-0.361484205409517
-0.777146517512545,-0.366415661337885
-0.775120349423626,-0.371366627549669
-0.772947410894474,-0.376331859439297
-0.770629111673416,-0.381306065475799
-0.768166976536952,-0.386283912870083
-0.765562648029171,-0.391260033486753
-0.762817889216029,-0.39622902999898
-0.759934586426475,-0.401185482283191
-0.756914751951771,-0.406123954048467
-0.753760526673793,-0.411038999693691
-0.750474182592884,-0.415925171383477
-0.747058125225624,-0.420777026331971
-0.743514895843063,-0.425589134281595
-0.739847173520201,-0.430356085161828
-0.736057776968046,-0.43507249691111
-0.732149666120277,-0.439733023443076
-0.72812594344749,-0.444332362736398
-0.723989854973129,-0.448865265025787
-0.719744790966536,-0.453326541069969
-0.715394286290132,-0.457711070470908
-0.710942020379417,-0.462013810017142
-0.706391816836431,-0.466229802022797
-0.701747642619369,-0.470354182632786
-0.697013606813285,-0.474382190063793
-0.692193958969191,-0.478309172749956
-0.687293087001336,-0.4821305973617
-0.682315514635061,-0.485842056665906
-0.677265898400287,-0.48943927719565
-0.672149024168429,-0.492918126697941
-0.666969803233308,-0.496274621328394
-0.661733267939409,-0.499504932562544
-0.656444566863607,-0.502605393794434
-0.651108959559228,-0.505572506594392
-0.645731810873986,-0.508402946599349
-0.640318584855916,-0.511093569010731
-0.634874838263951,-0.513641413676872
-0.629406213702105,-0.516043709738982
-0.623918432398456,-0.518297879821965
-0.618417286652157,-0.520401543753827
-0.612908631973552,-0.522352521799988
-0.607398378944119,-0.524148837401453
-0.601892484824398,-0.525788719408633
-0.596396944939261,-0.527270603805374
-0.590917783870839,-0.528593134920679
-0.585461046490167,-0.529755166128455
-0.58003278885907,-0.530755760038506
-0.574639069034048,-0.531594188184809
-0.569285937803923,-0.532269930219869
-0.563979429392756,-0.532782672626635
-0.55872555215907,-0.53313230696197
-0.553530279321723,-0.53331892764814
-0.548399539741867,-0.533342829330989
-0.543339208789354,-0.533204503825598
-0.538355099320655,-0.532904636672092
-0.53345295279396,-0.532444103325957
-0.528638430545534,-0.531823965008707
-0.523917105249749,-0.531045464245991
-0.519294452583399,-0.530110020121254
-0.514775843113087,-0.529019223273852
-0.510366534422535,-0.527774830671077
-0.506071663494731,-0.52637876018388
-0.501896239361901,-0.524833084996157
-0.497845136034313,-0.52314002787735
-0.493923085717058,-0.521301955347758
-0.490134672322043,-0.519321371765399
-0.486484325280686,-0.517200913362536
-0.482976313661062,-0.514943342259019
-0.479614740591653,-0.512551540478518
-0.47640353799236,-0.510028503992464
-0.473346461612048,-0.507377336815108
-0.470447086370671,-0.504601245171608
-0.467708802002909,-0.501703531759428
-0.4651348089993,-0.498687590121599
-0.462728114840051,-0.495556899148634
-0.460491530516053,-0.492315017724032
-0.458427667331143,-0.488965579526406
-0.456538933979279,-0.485512287999393
-0.454827533890148,-0.48195891149855
-0.453295462836614,-0.478309278622557
-0.451944506797559,-0.474567273734114
-0.450776240069827,-0.470736832674097
-0.449792023623373,-0.466821938670695
-0.448993003694125,-0.462826618443472
-0.448380110609648,-0.458754938500647
-0.447954057843302,-0.454611001626202
-0.447715341293345,-0.45039894355196
-0.447664238784168,-0.446122929808259
-0.447800809787682,-0.441787152745583
-0.448124895363764,-0.437395828718191
-0.448636118319494,-0.432953195419744
-0.449333883587843,-0.428463509359849
-0.450217378827314,-0.423931043469599
-0.451285575244895,-0.419360084823403
-0.452537228645476,-0.414754932463758
-0.453970880711644,-0.410119895315114
-0.455584860518442,-0.405459290172592
-0.457377286288277,-0.400777439751061
-0.45934606739167,-0.396078670779943
-0.46148890659994,-0.39136731212914
-0.463803302596203,-0.386647692951565
-0.466286552751199,-0.381924140828036
-0.468935756170534,-0.37720097990064
-0.471747817019741,-0.372482528981172
-0.474719448133358,-0.367773099621823
-0.477847174913771,-0.363076994136017
-0.481127339525028,-0.358398503558082
-0.484556105386073,-0.353741905531334
-0.48812946196703,-0.349111462115149
-0.49184322989109,-0.344511417502623
-0.495693066343435,-0.339945995641602
-0.499674470787293,-0.335419397753013
-0.503782790985819,-0.330935799741688
-0.508013229326918,-0.326499349496169
-0.512360849446486,-0.322114164075283
-0.516820583143805,-0.317784326780631
-0.521387237580969,-0.313513884115473
-0.526055502756381,-0.309306842631842
-0.530819959240396,-0.305167165669047
-0.535675086159244,-0.30109876998805
-0.540615269411457,-0.297105522307428
-0.545634810099026,-0.293191235747908
-0.550727933153692,-0.289359666193567
-0.555888796136918,-0.285614508578913
-0.561111498190352,-0.281959393112053
-0.566390089111963,-0.278397881445063
-0.571718578531538,-0.274933462803501
-0.57709094515785,-0.271569550087708
-0.582501146068635,-0.268309475959105
-0.587943126013492,-0.265156488925209
-0.593410826699037,-0.262113749437394
-0.59889819602501,-0.259184326015653
-0.604399197239702,-0.256371191414703
-0.609907817982904,-0.253677218845726
-0.61541807918469,-0.251105178267856
-0.620924043788698,-0.248657732763219
-0.626419825269168,-0.246337435008924
-0.6318995959118,-0.244146723858818
-0.637357594829621,-0.242087921047201
nan,nan
-0.0992409740332551,0.794900455605933
-0.104677171729472,0.797172197334305
-0.110005434198902,0.799481747033975
-0.115220150565445,0.801826762484772
-0.120315840984596,0.804204928384725
-0.125287163855563,0.80661395889363
-0.130128922731101,0.809051599888884
-0.134836072904168,0.811515630927636
-0.139403727652512,0.81400386691087
-0.143827164124525,0.816514159446655
-0.148101828851999,0.819044397911443
-0.152223342877798,0.821592510209952
-0.156187506488953,0.82415646323585
-0.15999030354817,0.826734263037099
-0.163627905419275,0.829323954691484
-0.167096674484645,0.831923621899422
-0.170393167255125,0.834531386302771
-0.173514137075415,0.837145406539806
-0.1764565364302,0.839763877048048
-0.179217518858601,0.842385026627967
-0.181794440486626,0.845007116781901
-0.184184861189307,0.847628439843756
-0.186386545396065,0.85024731691617
-0.188397462554485,0.852862095632839
-0.190215787269229,0.855471147764652
-0.191839899134083,0.85807286668909
-0.193268382276257,0.860665664743052
-0.194500024632959,0.863247970479888
-0.195533816980978,0.865818225851904
-0.196368951740472,0.868374883340002
-0.197004821574468,0.870916403052382
-0.197441017805631,0.873441249814419
-0.197677328671767,0.875947890271883
-0.197713737441153,0.878434790029641
-0.197550420408345,0.880900410847846
-0.197187744790362,0.883343207917371
-0.196626266542331,0.885761627235946
-0.195866728110656,0.888154103106009
-0.194910056140593,0.8905190557748
-0.19375735915386,0.892854889236624
-0.192409925210465,0.89515998921655
-0.190869219567464,0.897432721354053
-0.189136882345717,0.899671429604292
-0.187214726214083,0.901874434873807
-0.185104734098727,0.904040033906466
-0.182809056923474,0.906166498434442
-0.180330011385308,0.908252074607896
-0.177670077767349,0.910294982715895
-0.174831897789798,0.912293417209824
-0.171818272497582,0.914245547039299
-0.168632160181655,0.9161495163092
-0.165276674329241,0.918003445265067
-0.161755081596623,0.919805431612594
-0.158070799796561,0.921553552175466
-0.154227395890917,0.923245864894212
-0.150228583977707,0.92488041116709
-0.146078223260533,0.926455218532395
-0.14178031598722,0.927968303689843
-0.137339005343471,0.929417675856937
-0.13275857328652,0.930801340454463
-0.128043438303025,0.932117303113409
-0.123198153074936,0.933363573993824
-0.118227402036677,0.934538172404255
-0.113135998806779,0.935639131708545
-0.1079288834771,0.936664504504966
-0.102611119742886,0.937612368060795
-0.097187891857299,0.938480829983633
-0.0916645013945538,0.939268034109028
-0.0860463638064879,0.939972166582185
-0.0803390047583065,0.940591462109923
-0.07454805623028,0.941124210357444
-0.0686792523734114,0.941568762462927
-0.0627384251084857,0.941923537641643
-0.0567314994594555,0.942187029849919
-0.050664488613815,0.942357814478163
-0.0445434887044315,0.942434555041173
-0.0383746733092471,0.942416009833039
-0.0321642876673057,0.942301038513329
-0.0259186426116893,0.942088608590716
-0.0196441082221404,0.941777801769909
-0.0133471072023989,0.941367820127659
-0.00703410798954716,0.940857992083723
-0.000711617604942167,0.940247778132999
0.00561382574142347,0.939536776305615
0.0119356602790618,0.938724727322542
0.0182473085213902,0.937811519415313
0.0245421853080671,0.936797192779678
0.0308137060249497,0.935681943634515
0.0370552949795068,0.934466127858958
0.0432603939077997,0.933150264182657
0.0494224705876004,0.931735036906147
0.0555350275308477,0.930221298130583
0.0615916107274729,0.928610069478568
0.0675858184116736,0.926902543290403
0.0735113098209831,0.925100083282799
0.0793618139179876,0.923204224659974
0.0851311380442916,0.921216673669976
0.0908131764763229,0.919139306602075
0.0964019188528159,0.916974168224111
0.101891458444295,0.914723469661744
0.10727600023562,0.91238958572459
0.112549868793632,0.909975051687228
0.117707515893116,0.907482559536026
0.122743527875757,0.904914953695552
0.127652632718338,0.902275226251104
0.132429706788273,0.899566511686496
0.137069781266538,0.896792081158669
0.141568048220156,0.893955336332982
0.145919866308693,0.891059802805114
0.150120766111539,0.88810912313739
0.154166455065177,0.885107049538974
0.158052822002174,0.882057436220824
0.161775941286087,0.878964231457466
0.165332076539053,0.875831469388598
0.168717683961299,0.872663261594243
0.171929415244283,0.869463788477612
0.174964120081578,0.866237290490076
0.177818848283905,0.862988059232617
0.180490851506916,0.85972042846791
0.182977584602411,0.856438765076708
0.185276706605592,0.853147459991585
0.187386081372709,0.849850919140205
0.189303777885059,0.846553554429327
0.191028070236697,0.843259774799524
0.192557437324439,0.839973977379342
0.193890562259724,0.836700538766152
0.195026331522737,0.83344380645946
0.195963833879779,0.830208090470785
0.196702359085248,0.826997655132586
0.197241396389799,0.823816711126961
0.197580632876211,0.820669407753119
0.197719951644274,0.817559825450861
0.197659429865598,0.814491968595555
0.197399336728648,0.81146975857837
0.196940131293531,0.808497027183833
0.196282460275148,0.80557751027514
0.195427155772204,0.802714841796059
0.194375232958385,0.799912548096758
0.193127887750626,0.797174042589455
0.191686494467962,0.794502620738421
0.190052603492885,0.791901455387642
0.188227938945487,0.789373592428235
0.186214396378989,0.786921946806679
0.184014040503482,0.784549298873931
0.181629102942923,0.78225829107462
0.179061980028649,0.780051424974735
0.176315230630814,0.777931058625535
0.173391574027415,0.775899404260792
0.170293887808742,0.773958526323966
0.167025205813422,0.772110339821475
0.163588716090489,0.770356608997823
0.159987758880358,0.768698946328072
0.156225824606034,0.767138811822846
0.152306551864454,0.765677512640877
0.148233725406575,0.764316203003915
0.14401127409357,0.763055884408677
0.139643268815478,0.761897406130395
0.135133920357667,0.760841466012408
0.130487577199737,0.759888611536141
0.125708723230828,0.759039241165683
0.120801975364857,0.758293605961099
0.115772081038898,0.757651811454404
0.11062391557783,0.757113819782034
0.105362479408411,0.756679452067398
0.0999928951061967,0.756348391046888
0.0945204042591619,0.75612018393246
0.0889503641324594,0.755994245503575
0.0832882441195804,0.75596986142093
0.0775396219661302,0.756046191754039
0.0717101797535782,0.75622227471423
0.0658056996316579,0.756497030584187
0.0598320592895573,0.756869265834588
0.053795227157663,0.757337677417869
0.0477012573333719,0.757900857228484
0.0415562842263715,0.758557296718459
0.0353665169207818,0.759305391656333
0.029138233253632,0.760143447016938
0.0228777736113197,0.761069681988776
0.0165915344479112,0.762082235085076
